0,43,155,76,77,0
1,48,153,74,76,0
2,52,151,74,76,0
3,57,149,73,76,0
4,61,147,73,76,0
5,66,145,71,76,0
6,70,143,71,76,0
7,75,140,70,77,0
8,80,138,68,77,0
9,84,136,68,76,0
10,89,134,67,76,0
11,93,132,66,76,0
12,98,130,65,76,0
13,102,128,65,76,0
14,107,126,63,76,0
15,111,123,63,77,0
16,116,121,62,77,0
17,121,119,60,77,0
18,125,117,60,77,0
19,130,115,59,77,0
20,134,113,58,77,0
21,139,111,57,77,0
22,143,109,57,77,0
23,148,107,55,77,0
24,152,105,55,77,0
25,157,103,53,77,0
26,161,101,53,77,0
27,166,99,52,78,0
28,170,97,51,78,0
29,175,95,50,79,0
30,179,93,50,79,0
31,184,91,48,80,0
32,188,89,48,80,0
33,193,87,46,81,0
34,197,86,46,80,0
35,202,84,45,81,0
36,206,82,44,81,0
37,211,80,43,82,0
38,215,78,42,82,0
39,219,76,42,83,0
40,224,75,40,82,0
41,228,73,40,83,0
42,233,71,39,84,0
43,237,69,38,84,0
44,241,68,38,84,0
45,246,66,36,84,0
46,250,64,36,85,0
47,255,62,34,86,0
48,259,61,34,85,0
49,263,59,33,86,0
50,268,57,32,87,0
51,272,56,31,87,0
52,276,54,31,87,0
53,281,53,29,87,0
54,285,51,29,88,0
55,289,50,28,88,0
56,294,48,27,88,0
57,298,47,27,88,0
58,302,45,27,89,0
59,306,44,27,89,0
60,311,42,27,90,0
61,315,41,27,90,0
62,319,39,27,91,0
63,323,38,27,90,0
64,326,36,29,91,0
65,329,35,30,91,0
66,333,34,30,91,0
67,336,32,31,92,0
68,339,31,32,92,0
69,343,30,33,92,0
70,346,28,34,93,0
71,349,27,35,93,0
72,353,26,35,93,0
73,356,25,36,93,0
74,359,23,37,94,0
75,362,22,38,94,0
76,366,21,38,94,0
77,369,20,40,94,0
78,372,19,41,94,0
79,375,17,42,95,0
80,379,16,42,96,0
81,382,15,43,96,0
82,385,14,44,96,0
83,388,13,45,96,0
84,392,12,45,96,0
85,395,11,46,96,1
86,398,10,47,96,1
87,401,9,48,97,1
88,404,7,49,98,1
89,408,6,49,98,1
90,411,5,50,98,1
91,414,4,51,98,1
92,417,3,52,98,1
93,420,2,53,99,1
94,423,1,54,99,1
95,426,0,55,99,1
96,430,0,55,98,1
97,433,0,56,98,1
98,436,0,57,97,1
99,439,0,58,96,1
100,442,0,58,95,1
101,445,0,59,94,1
102,448,0,60,94,1
103,451,0,61,93,1
104,454,0,62,92,1
105,458,0,62,91,1
106,461,0,63,91,1
107,464,0,64,90,1
108,467,0,65,89,1
109,470,0,66,88,1
110,473,0,66,88,1
111,476,0,67,87,1
112,479,0,68,86,1
113,482,0,69,85,1
114,485,0,70,85,1
115,488,0,71,84,1
116,491,0,72,83,1
117,494,0,73,82,1
118,498,0,72,81,1
119,501,0,73,81,1
120,504,0,74,80,1
121,507,0,75,79,1
122,510,0,76,78,1
123,513,0,77,77,1
124,516,0,78,77,1
125,519,0,79,76,1
126,522,0,79,75,1
127,525,0,80,74,1
128,528,0,81,73,1
129,531,0,82,72,1
130,534,0,83,72,1
131,537,0,84,71,1
132,540,0,85,70,1
133,544,0,85,69,1
134,547,0,86,68,0
135,550,0,87,67,0
136,553,0,87,66,0
137,556,0,84,65,0
138,559,0,81,64,0
139,562,0,78,63,0
140,565,0,75,62,0
141,568,0,72,61,0
142,571,0,69,60,0
143,575,0,65,59,0
144,578,0,62,58,0
145,581,0,59,57,0
146,584,0,56,56,0
147,587,0,53,55,0
148,590,0,50,54,0
149,593,0,47,53,0
150,597,0,43,52,0
151,600,0,40,51,0
152,603,0,37,49,0
153,606,0,34,48,0
154,609,0,31,47,0
155,607,0,33,48,0
156,606,0,34,50,0
157,604,0,36,51,0
158,602,0,38,52,0
159,600,0,40,53,0
160,598,0,42,54,0
161,596,0,44,55,0
162,594,0,46,56,0
163,592,0,48,58,0
164,590,0,50,59,0
165,588,0,52,60,0
166,586,0,54,61,0
167,584,0,56,62,0
168,582,0,58,63,0
169,580,0,60,64,0
170,578,0,62,65,0
171,576,0,64,66,0
172,574,0,66,67,0
173,572,0,68,68,0
174,570,0,70,69,0
175,568,0,72,70,0
176,566,0,74,71,0
177,565,0,75,72,0
178,563,0,77,73,0
179,561,0,79,74,0
180,559,0,79,75,0
181,557,0,78,76,0
182,555,0,77,76,0
183,553,0,76,77,0
184,551,0,76,78,0
185,549,0,75,79,0
186,547,1,74,79,0
187,545,3,73,78,0
188,543,4,73,78,0
189,541,6,72,76,0
190,539,8,71,75,0
191,537,9,71,75,0
192,535,11,70,74,0
193,533,13,69,73,0
194,532,14,68,73,0
195,530,16,67,71,0
196,528,17,66,71,0
197,526,19,66,70,0
198,524,20,65,70,0
199,522,22,65,69,0
200,520,23,64,68,0
201,519,25,63,67,0
202,517,26,62,67,0
203,515,28,62,66,0
204,513,29,61,65,0
205,511,31,61,64,0
206,509,32,60,64,0
207,508,34,59,63,0
208,506,35,59,62,0
209,504,37,58,61,0
210,502,38,58,61,0
211,501,39,57,61,0
212,499,41,56,59,0
213,497,42,56,59,0
214,495,43,56,59,0
215,494,45,54,58,0
216,492,46,54,57,0
217,490,47,54,57,0
218,489,49,53,56,0
