0,68,151,62,68,0
1,70,152,62,68,0
2,73,153,62,68,0
3,76,154,61,68,0
4,79,155,61,68,0
5,82,156,60,68,0
6,84,157,61,68,0
7,87,158,60,68,0
8,90,159,60,68,0
9,92,160,60,68,0
10,95,161,59,68,0
11,98,162,59,68,0
12,100,163,59,68,0
13,103,164,58,68,0
14,105,165,59,68,0
15,108,166,58,68,0
16,110,167,58,68,0
17,112,168,58,68,0
18,115,169,57,68,0
19,117,170,57,68,0
20,119,171,57,68,0
21,121,172,57,68,0
22,123,174,57,67,0
23,125,175,56,67,0
24,127,176,56,67,0
25,129,177,56,67,0
26,131,178,55,67,0
27,132,179,56,67,0
28,134,180,55,68,0
29,136,181,55,68,0
30,137,182,55,68,0
31,139,183,54,68,0
32,140,183,55,69,0
33,141,184,55,69,0
34,143,185,54,69,0
35,144,186,54,69,0
36,145,187,54,69,0
37,146,188,54,69,0
38,147,189,54,69,0
39,148,190,54,69,0
40,149,191,54,69,0
41,150,192,54,69,0
42,151,193,53,70,0
43,151,194,54,70,0
44,152,195,54,70,0
45,153,196,53,70,1
46,154,197,53,70,1
47,154,198,54,70,1
48,155,199,53,70,1
49,156,199,53,71,1
50,156,200,53,71,1
51,157,201,53,71,1
52,158,202,53,71,1
53,158,203,53,72,1
54,159,204,53,72,1
55,159,205,53,72,1
56,160,206,53,72,1
57,161,207,52,72,1
58,161,208,53,72,1
59,162,209,53,72,1
60,163,210,52,72,1
61,163,211,53,73,1
62,164,212,53,73,1
63,165,213,52,73,1
64,166,214,52,73,1
65,167,215,52,73,1
66,168,216,52,73,1
67,169,217,52,73,1
68,170,218,52,74,1
69,171,219,52,74,1
70,172,220,52,74,1
71,173,221,52,74,1
72,174,222,52,74,1
73,176,223,51,74,1
74,177,224,51,75,1
75,178,225,51,75,1
76,180,226,51,75,1
77,181,227,51,75,1
78,183,228,51,75,1
79,185,229,50,76,1
80,187,230,50,76,1
81,188,231,50,76,1
82,190,232,50,76,1
83,192,234,50,75,1
84,194,235,50,76,1
85,196,236,50,76,1
86,199,237,49,76,1
87,201,238,49,76,1
88,203,239,49,76,1
89,205,240,49,77,1
90,208,241,48,77,1
91,210,242,48,77,1
92,213,243,47,77,1
93,215,244,48,78,1
94,218,245,47,78,1
95,221,246,46,78,1
96,223,247,47,78,1
97,226,248,46,79,1
98,229,250,46,78,1
99,231,251,46,78,1
100,234,252,45,78,1
101,237,253,45,79,1
102,240,254,45,79,1
103,243,255,44,79,1
104,246,256,44,79,1
105,248,257,44,80,1
106,251,258,44,80,1
107,254,259,43,80,1
108,257,261,43,80,1
109,260,262,42,80,1
110,263,261,42,81,1
111,266,261,42,80,1
112,269,261,42,80,1
113,272,260,41,80,1
114,275,260,41,80,1
115,278,260,41,79,1
116,281,259,40,80,1
117,284,259,40,79,1
118,287,259,39,79,1
119,289,258,40,79,1
120,292,258,40,79,1
121,294,257,40,79,1
122,297,257,39,79,1
123,299,257,40,79,1
124,301,256,40,79,1
125,303,256,40,79,1
126,305,256,40,78,1
127,307,255,40,79,1
128,309,255,40,78,1
129,311,255,39,78,1
130,313,254,39,78,1
131,314,254,40,77,1
132,316,253,39,78,1
133,317,253,40,77,1
134,319,253,39,77,1
135,320,252,39,77,1
136,321,252,39,77,1
137,322,251,39,77,1
138,323,251,39,77,1
139,324,251,39,76,1
140,325,250,39,77,1
141,325,250,40,76,1
142,326,249,40,76,1
143,327,249,39,76,1
144,327,249,40,75,1
145,328,248,40,76,1
146,328,248,40,75,1
147,328,247,41,75,1
148,329,247,40,75,1
149,329,247,40,74,1
150,330,246,40,75,1
151,330,246,40,74,1
152,330,245,40,75,1
153,330,245,41,74,1
154,331,244,40,74,1
155,331,244,40,74,1
156,331,243,40,74,1
157,331,243,40,73,1
158,331,243,41,73,1
159,331,242,41,73,1
160,332,242,40,73,1
161,332,241,40,73,1
162,332,241,40,72,1
163,332,240,41,73,1
164,332,240,41,72,1
165,333,239,40,72,1
166,333,239,40,72,1
167,333,238,41,72,1
168,333,238,41,71,1
169,334,237,40,72,1
170,334,237,41,71,1
171,335,237,40,70,1
172,335,236,40,71,1
173,335,236,41,70,1
174,336,235,41,70,1
175,336,235,41,70,1
176,337,234,41,70,1
177,337,234,41,69,1
178,338,233,41,70,1
179,339,233,41,69,1
180,339,232,42,69,1
181,340,232,41,68,1
182,341,231,41,69,1
183,342,231,41,68,1
184,343,230,41,68,1
185,343,229,42,68,1
186,344,229,42,68,1
187,345,228,42,68,1
188,346,228,42,67,1
189,347,227,42,67,0
190,348,227,43,67,0
191,349,226,43,67,0
192,350,226,43,66,0
193,351,225,43,66,0
194,353,225,42,66,0
195,354,224,43,66,0
196,355,224,43,65,0
197,356,223,43,65,0
198,357,222,44,65,0
199,358,222,44,65,0
200,360,221,43,65,0
201,361,221,44,64,0
202,362,220,44,64,0
203,363,220,44,63,0
204,364,219,45,64,0
205,365,218,45,64,0
206,367,218,44,63,0
207,368,217,45,63,0
208,369,217,45,62,0
209,370,216,45,63,0
210,371,215,45,63,0
211,372,215,46,62,0
212,373,214,46,62,0
213,374,214,46,61,0
214,375,213,46,61,0
215,376,212,46,62,0
216,377,212,46,61,0
217,378,211,46,61,0
218,378,211,47,60,0
219,379,210,47,60,0
220,380,210,46,59,0
221,381,209,46,60,0
222,381,208,47,60,0
223,382,208,46,59,0
224,382,207,47,59,0
225,383,207,46,58,0
226,383,206,47,58,0
227,384,205,46,59,0
228,384,205,46,58,0
229,384,204,47,58,0
230,384,204,47,57,0
231,385,203,46,57,0
232,385,202,46,57,0
233,385,202,46,57,0
234,385,201,46,57,0
235,385,201,46,56,0
236,385,200,46,56,0
237,384,200,47,56,0
238,384,199,46,56,0
239,384,198,46,56,0
240,384,198,46,55,0
241,383,197,46,55,0
242,383,197,46,55,0
243,383,196,45,55,0
244,382,196,46,54,0
245,382,195,45,54,0
246,381,195,45,54,0
247,381,194,45,54,0
248,380,194,45,53,0
249,380,193,44,53,0
250,379,192,45,54,0
251,378,192,45,53,0
252,378,191,44,53,0
253,377,191,44,53,0
254,376,190,44,53,0
255,376,190,44,52,0
256,375,189,44,53,0
257,374,189,44,52,0
258,373,188,44,52,0
259,373,188,43,51,0
260,372,187,43,52,0
261,371,187,43,51,0
262,370,186,43,51,0
263,370,186,43,51,0
264,369,185,43,51,0
265,368,185,43,50,0
266,368,184,42,51,0
267,367,184,42,50,0
268,366,183,42,50,0
269,366,183,42,50,0
270,365,182,42,50,0
271,364,182,42,49,0
272,364,181,41,50,0
273,363,181,42,49,0
274,363,180,41,49,0
275,362,179,41,49,0
276,362,179,41,49,0
277,361,178,41,49,0
278,361,178,41,48,0
279,360,177,41,49,0
280,360,177,41,48,0
281,360,176,40,48,0
282,359,176,41,47,0
283,359,175,40,48,0
284,359,175,40,47,0
285,358,174,41,47,0
286,358,173,40,48,0
287,358,173,40,47,0
288,358,172,40,47,0
289,358,172,40,46,0
290,358,171,40,47,0
291,358,171,40,46,0
292,358,170,39,46,0
293,358,169,39,46,0
294,358,169,39,46,0
295,358,168,39,46,0
296,358,168,39,45,0
297,358,167,39,45,0
298,358,167,39,45,0
299,358,166,39,45,0
