0,123,87,48,39,0
1,127,88,47,38,1
2,130,88,48,38,1
3,134,88,47,39,1
4,138,89,47,38,1
5,142,89,46,38,1
6,145,90,46,38,1
7,149,90,46,38,1
8,153,90,45,38,1
9,157,91,44,38,1
10,160,91,45,38,1
11,164,92,44,38,1
12,168,92,44,38,1
13,171,93,44,37,1
14,175,93,43,38,1
15,179,94,43,37,1
16,183,94,42,38,1
17,186,95,42,37,1
18,190,95,42,38,1
19,194,96,41,37,1
20,197,96,41,37,1
21,201,97,41,37,1
22,205,97,40,37,1
23,209,98,39,37,1
24,212,98,40,38,1
25,216,99,39,37,1
26,220,100,38,37,1
27,223,100,39,37,1
28,227,101,38,37,1
29,231,102,37,37,1
30,234,103,38,36,1
31,238,103,37,37,1
32,242,104,36,37,1
33,245,105,37,36,1
34,249,106,36,36,1
35,253,107,35,36,1
36,256,107,36,37,1
37,260,108,35,36,1
38,264,109,34,36,1
39,267,110,35,36,1
40,271,111,34,36,1
41,275,112,33,36,1
42,278,113,34,36,1
43,282,114,33,36,1
44,286,115,32,36,1
45,289,116,33,36,1
46,293,117,32,36,1
47,297,118,32,36,1
48,300,120,33,35,1
49,304,121,32,35,1
50,308,122,32,35,1
51,311,123,33,35,1
52,315,124,32,35,1
53,319,126,32,34,1
54,322,127,32,34,1
55,325,128,33,34,1
56,328,129,34,34,1
57,332,131,33,34,1
58,335,132,34,34,1
59,338,134,34,33,1
60,342,135,34,33,1
61,345,136,35,34,1
62,348,138,35,33,1
63,351,139,36,33,1
64,355,141,36,33,1
65,358,142,36,33,1
66,361,144,37,32,1
67,364,145,37,33,1
68,368,147,37,32,1
69,371,148,38,32,1
70,374,150,38,32,1
71,378,151,38,32,1
72,381,153,38,32,1
73,384,154,39,33,1
74,387,156,39,32,1
75,391,158,39,32,1
76,394,159,40,32,1
77,397,161,40,32,1
78,400,162,41,33,1
79,404,164,40,32,1
80,407,166,41,32,1
81,410,167,42,32,1
82,413,169,42,32,1
83,417,171,42,32,1
84,420,172,42,32,1
85,423,174,43,32,1
86,426,175,43,33,1
87,430,177,43,32,1
88,433,179,44,32,1
89,436,180,44,33,1
90,439,182,45,32,1
91,443,183,44,33,1
92,446,185,45,32,1
93,449,186,45,33,1
94,452,188,46,33,1
95,455,189,47,33,1
96,459,191,46,33,1
97,462,192,47,33,1
98,465,193,47,34,1
99,468,195,48,34,1
100,472,196,47,34,1
101,475,198,48,34,1
102,478,199,49,34,1
103,481,200,49,35,1
104,485,202,49,34,1
105,488,203,49,35,1
106,491,204,50,35,1
107,494,206,50,35,1
108,497,207,51,35,1
109,501,208,50,35,1
110,504,210,51,35,1
111,507,211,52,35,1
112,510,212,52,36,1
113,514,213,52,36,1
114,517,215,52,35,1
115,520,216,53,36,1
116,523,217,53,36,1
117,526,218,54,36,1
118,530,219,53,36,1
119,533,220,54,37,1
120,536,221,55,37,1
121,539,223,55,36,1
122,543,224,55,36,1
123,546,225,55,36,1
124,549,226,56,36,1
125,552,227,56,36,1
126,555,228,57,37,1
127,559,229,56,37,1
128,562,229,57,38,1
129,565,230,58,38,1
130,568,231,58,38,1
131,572,232,58,38,1
132,575,233,58,38,1
133,578,234,59,38,1
134,581,235,59,37,1
135,584,235,56,38,1
136,588,236,52,38,1
137,591,237,49,38,1
138,594,238,46,38,1
139,593,237,47,38,1
140,592,237,48,38,1
141,591,237,49,37,1
142,589,236,51,37,1
143,588,236,52,36,1
144,587,235,53,37,1
145,586,235,54,36,1
146,584,234,56,36,1
147,583,234,55,35,1
148,581,233,55,36,1
149,580,232,54,36,1
150,578,232,54,35,1
151,577,231,53,35,1
152,575,231,53,34,1
153,574,230,52,34,1
154,572,230,52,33,1
155,571,229,51,34,1
156,569,228,51,34,1
157,568,228,50,33,1
158,566,227,50,33,1
159,564,227,49,32,1
160,563,226,48,32,1
161,561,225,48,32,1
162,559,225,48,31,1
163,558,224,47,32,1
164,556,223,46,32,0
165,554,223,46,31,0
166,553,222,45,31,0
167,551,222,45,30,0
168,549,221,44,30,0
169,547,220,44,30,0
170,546,220,43,30,0
171,544,219,43,30,0
172,542,219,42,29,0
173,540,218,42,29,0
174,538,218,42,28,0
175,537,217,41,29,0
